ville,pays,latitude,longitude,timestamp_utc,date,heure,jour_semaine,is_weekend,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Tokyo,JP,35.6762,139.6503,2026-01-16T18:00:00Z,2026-01-16,18,Friday,False,2,275.3,0,20.04,70.35,13.89,16.81,28.4,0.14
Tokyo,JP,35.6762,139.6503,2026-01-16T19:00:00Z,2026-01-16,19,Friday,False,2,269.89,0,18.06,71.31,12.98,17.32,30.46,0.1
Tokyo,JP,35.6762,139.6503,2026-01-16T20:00:00Z,2026-01-16,20,Friday,False,2,261.05,0,15.66,74.76,11.3,18.04,33.74,0.09
Tokyo,JP,35.6762,139.6503,2026-01-16T21:00:00Z,2026-01-16,21,Friday,False,2,247.33,0,12.26,81.1,9.1,19.16,38.41,0.08
Tokyo,JP,35.6762,139.6503,2026-01-16T22:00:00Z,2026-01-16,22,Friday,False,2,236.5,0,9.47,87.32,7.37,20.59,42.07,0.08
Tokyo,JP,35.6762,139.6503,2026-01-16T23:00:00Z,2026-01-16,23,Friday,False,2,238.53,0.11,8.94,90.06,6.56,22.14,44.25,0.09
Tokyo,JP,35.6762,139.6503,2026-01-17T00:00:00Z,2026-01-17,0,Saturday,True,2,243.1,0.59,8.13,93.13,6.01,24.06,46.14,0.1
Tokyo,JP,35.6762,139.6503,2026-01-17T01:00:00Z,2026-01-17,1,Saturday,True,3,248.44,0.87,6.65,96.56,5.51,26.91,47.86,0.05
Tokyo,JP,35.6762,139.6503,2026-01-17T02:00:00Z,2026-01-17,2,Saturday,True,3,255.5,0.89,5.39,100.72,5.22,30.38,49.29,0
Tokyo,JP,35.6762,139.6503,2026-01-17T03:00:00Z,2026-01-17,3,Saturday,True,3,257.81,0.78,4.57,106.04,5.01,33.28,49.65,0
Tokyo,JP,35.6762,139.6503,2026-01-17T04:00:00Z,2026-01-17,4,Saturday,True,3,251.48,0.66,4.08,111.72,4.65,34.03,47.44,0
Tokyo,JP,35.6762,139.6503,2026-01-17T05:00:00Z,2026-01-17,5,Saturday,True,3,239.29,0.62,4.25,113.74,4.44,32.88,44.65,0
Tokyo,JP,35.6762,139.6503,2026-01-17T06:00:00Z,2026-01-17,6,Saturday,True,3,220.94,0.48,4.42,113.42,4.14,29.67,40.07,0
Tokyo,JP,35.6762,139.6503,2026-01-17T07:00:00Z,2026-01-17,7,Saturday,True,3,201.78,0.24,4.46,112.46,3.81,25.73,35.08,0
Tokyo,JP,35.6762,139.6503,2026-01-17T08:00:00Z,2026-01-17,8,Saturday,True,3,186,0.03,4.11,110.82,3.54,22.19,30.75,0
Tokyo,JP,35.6762,139.6503,2026-01-17T09:00:00Z,2026-01-17,9,Saturday,True,3,190.1,0,3.62,109.44,3.72,22.24,30.71,0
Tokyo,JP,35.6762,139.6503,2026-01-17T10:00:00Z,2026-01-17,10,Saturday,True,3,216.21,0,3.93,107.87,4.39,25.82,34.65,0
Tokyo,JP,35.6762,139.6503,2026-01-17T11:00:00Z,2026-01-17,11,Saturday,True,3,242.3,0,4.86,105.19,5.17,28.78,38.17,0
Tokyo,JP,35.6762,139.6503,2026-01-17T12:00:00Z,2026-01-17,12,Saturday,True,3,256.8,0,5.89,102.57,5.74,28.79,38.84,0.01
Tokyo,JP,35.6762,139.6503,2026-01-17T13:00:00Z,2026-01-17,13,Saturday,True,3,256.47,0,6.48,100.65,5.97,26.06,36.89,0.04
Tokyo,JP,35.6762,139.6503,2026-01-17T14:00:00Z,2026-01-17,14,Saturday,True,2,252,0,7.22,99.68,6.43,22.63,34.15,0.09
Tokyo,JP,35.6762,139.6503,2026-01-17T15:00:00Z,2026-01-17,15,Saturday,True,2,245.66,0,8.97,97.77,7.55,19.38,31.02,0.13
Tokyo,JP,35.6762,139.6503,2026-01-17T16:00:00Z,2026-01-17,16,Saturday,True,2,240.14,0,10.31,95.82,8.42,16.91,27.92,0.11
Tokyo,JP,35.6762,139.6503,2026-01-17T17:00:00Z,2026-01-17,17,Saturday,True,2,241,0,11.33,92.81,9.13,15.44,25.62,0.12
Tokyo,JP,35.6762,139.6503,2026-01-17T18:00:00Z,2026-01-17,18,Saturday,True,2,244.14,0,12.2,88.55,10.01,14.46,23.84,0.15
Tokyo,JP,35.6762,139.6503,2026-01-17T19:00:00Z,2026-01-17,19,Saturday,True,2,246.77,0,13,83.17,10.96,13.56,22.15,0.17
Tokyo,JP,35.6762,139.6503,2026-01-17T20:00:00Z,2026-01-17,20,Saturday,True,2,248.57,0,13.39,79.08,11.65,12.51,20.31,0.2
Tokyo,JP,35.6762,139.6503,2026-01-17T21:00:00Z,2026-01-17,21,Saturday,True,2,248.88,0,13.46,75.96,12.18,11.46,18.52,0.23
Tokyo,JP,35.6762,139.6503,2026-01-17T22:00:00Z,2026-01-17,22,Saturday,True,2,247.25,0,13.64,73.31,12.77,10.39,16.77,0.24
Tokyo,JP,35.6762,139.6503,2026-01-17T23:00:00Z,2026-01-17,23,Saturday,True,2,248.04,0.31,16.37,72.27,13.54,9.57,15.51,0.26
Tokyo,JP,35.6762,139.6503,2026-01-18T00:00:00Z,2026-01-18,0,Sunday,True,2,249.02,1.97,17.29,74.05,14.28,8.94,14.61,0.3
Tokyo,JP,35.6762,139.6503,2026-01-18T01:00:00Z,2026-01-18,1,Sunday,True,2,246.49,3.44,16.4,76.13,14.69,8.38,13.88,0.33
Tokyo,JP,35.6762,139.6503,2026-01-18T02:00:00Z,2026-01-18,2,Sunday,True,2,243.54,4.28,16.41,78.57,14.96,7.91,13.21,0.37
Tokyo,JP,35.6762,139.6503,2026-01-18T03:00:00Z,2026-01-18,3,Sunday,True,2,239.22,4.63,16.93,81.02,15.14,7.76,12.85,0.37
Tokyo,JP,35.6762,139.6503,2026-01-18T04:00:00Z,2026-01-18,4,Sunday,True,2,237,4.69,17.79,83.37,15.3,7.89,12.81,0.38
Tokyo,JP,35.6762,139.6503,2026-01-18T05:00:00Z,2026-01-18,5,Sunday,True,2,235.33,4.43,18.95,84.29,15.6,8.3,13.12,0.35
Tokyo,JP,35.6762,139.6503,2026-01-18T06:00:00Z,2026-01-18,6,Sunday,True,2,233.9,3.64,20.64,84.28,16.03,8.37,13.17,0.36
Tokyo,JP,35.6762,139.6503,2026-01-18T07:00:00Z,2026-01-18,7,Sunday,True,2,232.5,2.1,23.48,82.36,16.29,8.14,13.05,0.36
Tokyo,JP,35.6762,139.6503,2026-01-18T08:00:00Z,2026-01-18,8,Sunday,True,2,227.7,0.33,25.5,78.8,15.8,7.45,12.51,0.37
Tokyo,JP,35.6762,139.6503,2026-01-18T09:00:00Z,2026-01-18,9,Sunday,True,2,218.4,0,21.95,77.45,14.67,6.6,11.87,0.33
Tokyo,JP,35.6762,139.6503,2026-01-18T10:00:00Z,2026-01-18,10,Sunday,True,2,202.04,0,16.11,81.36,12.6,5.65,11.03,0.25
Tokyo,JP,35.6762,139.6503,2026-01-18T11:00:00Z,2026-01-18,11,Sunday,True,2,189.42,0,12.68,83.67,10.74,5.09,10.55,0.19
Tokyo,JP,35.6762,139.6503,2026-01-18T12:00:00Z,2026-01-18,12,Sunday,True,2,180.39,0,11.18,84.16,9.84,4.84,10.35,0.16
Tokyo,JP,35.6762,139.6503,2026-01-18T13:00:00Z,2026-01-18,13,Sunday,True,2,173.32,0,10.11,84.85,9.24,4.8,10.25,0.14
Tokyo,JP,35.6762,139.6503,2026-01-18T14:00:00Z,2026-01-18,14,Sunday,True,2,168.32,0,9.37,85.85,8.74,4.9,10.2,0.13
Tokyo,JP,35.6762,139.6503,2026-01-18T15:00:00Z,2026-01-18,15,Sunday,True,2,165.68,0,9,86.69,8.42,5.07,10.1,0.12
Tokyo,JP,35.6762,139.6503,2026-01-18T16:00:00Z,2026-01-18,16,Sunday,True,2,164.21,0,9.3,86.24,8.55,5.37,10.33,0.11
Tokyo,JP,35.6762,139.6503,2026-01-18T17:00:00Z,2026-01-18,17,Sunday,True,2,165.67,0,10.94,83.52,9.54,5.82,11.02,0.09
Tokyo,JP,35.6762,139.6503,2026-01-18T18:00:00Z,2026-01-18,18,Sunday,True,2,168.62,0,13.22,79.34,10.75,6.44,12.13,0.08
Tokyo,JP,35.6762,139.6503,2026-01-18T19:00:00Z,2026-01-18,19,Sunday,True,2,172.97,0,15.97,74,11.97,7.09,13.4,0.1
Tokyo,JP,35.6762,139.6503,2026-01-18T20:00:00Z,2026-01-18,20,Sunday,True,2,177.47,0,18.31,69.47,13.11,7.66,14.53,0.12
Tokyo,JP,35.6762,139.6503,2026-01-18T21:00:00Z,2026-01-18,21,Sunday,True,2,181.11,0,19.93,66.27,14.01,8.07,15.46,0.13
Tokyo,JP,35.6762,139.6503,2026-01-18T22:00:00Z,2026-01-18,22,Sunday,True,2,183.88,0,21.26,63.67,14.81,8.34,16.16,0.13
Tokyo,JP,35.6762,139.6503,2026-01-18T23:00:00Z,2026-01-18,23,Sunday,True,2,186.97,0.3,24.81,63.06,15.68,8.67,16.85,0.13
Tokyo,JP,35.6762,139.6503,2026-01-19T00:00:00Z,2026-01-19,0,Monday,False,2,190.12,2.38,26.46,66.6,16.5,9.1,17.42,0.14
Tokyo,JP,35.6762,139.6503,2026-01-19T01:00:00Z,2026-01-19,1,Monday,False,2,193.03,4.74,25.55,69.84,17.31,9.61,18.01,0.14
Tokyo,JP,35.6762,139.6503,2026-01-19T02:00:00Z,2026-01-19,2,Monday,False,2,197.04,6.46,25.91,71.54,18.21,10.48,19.14,0.12
Tokyo,JP,35.6762,139.6503,2026-01-19T03:00:00Z,2026-01-19,3,Monday,False,2,199.87,7.13,25.97,73.2,18.56,11.46,20.33,0.09
Tokyo,JP,35.6762,139.6503,2026-01-19T04:00:00Z,2026-01-19,4,Monday,False,2,201.58,6.37,24.22,76.21,17.79,12.78,21.82,0.06
Tokyo,JP,35.6762,139.6503,2026-01-19T05:00:00Z,2026-01-19,5,Monday,False,2,198.3,4.52,20.37,79.43,15.77,13.85,22.69,0.05
Tokyo,JP,35.6762,139.6503,2026-01-19T06:00:00Z,2026-01-19,6,Monday,False,2,192.27,2.59,16.7,82.35,13.52,14.5,23.29,0.01
Tokyo,JP,35.6762,139.6503,2026-01-19T07:00:00Z,2026-01-19,7,Monday,False,2,185.37,0.93,13.41,86.42,11.17,14.73,23.82,0
Tokyo,JP,35.6762,139.6503,2026-01-19T08:00:00Z,2026-01-19,8,Monday,False,2,180.04,0.09,10.64,89.08,9.28,14.88,24.23,0
Tokyo,JP,35.6762,139.6503,2026-01-19T09:00:00Z,2026-01-19,9,Monday,False,2,176.14,0,7.06,92.26,7.71,15.35,24.84,0
Tokyo,JP,35.6762,139.6503,2026-01-19T10:00:00Z,2026-01-19,10,Monday,False,2,176.05,0,4.86,95.59,6.41,16.14,25.37,0
Tokyo,JP,35.6762,139.6503,2026-01-19T11:00:00Z,2026-01-19,11,Monday,False,2,177.42,0,3.8,97.06,5.47,16.71,25.27,0
Tokyo,JP,35.6762,139.6503,2026-01-19T12:00:00Z,2026-01-19,12,Monday,False,2,179.29,0,3.25,98.12,4.73,17.01,24.59,0
Tokyo,JP,35.6762,139.6503,2026-01-19T13:00:00Z,2026-01-19,13,Monday,False,2,181.92,0,3.07,98.63,4.24,17.06,23.66,0
Tokyo,JP,35.6762,139.6503,2026-01-19T14:00:00Z,2026-01-19,14,Monday,False,2,186.17,0,3.32,97.36,4.08,17.13,23.2,0
Tokyo,JP,35.6762,139.6503,2026-01-19T15:00:00Z,2026-01-19,15,Monday,False,2,192.62,0,4.15,93.65,4.28,17.63,23.49,0
Tokyo,JP,35.6762,139.6503,2026-01-19T16:00:00Z,2026-01-19,16,Monday,False,2,202.66,0,5.4,89.18,4.76,19.11,25.06,0
Tokyo,JP,35.6762,139.6503,2026-01-19T17:00:00Z,2026-01-19,17,Monday,False,2,216.37,0,7.74,83.25,5.8,21.93,28.42,0
Tokyo,JP,35.6762,139.6503,2026-01-19T18:00:00Z,2026-01-19,18,Monday,False,3,231.73,0,11.35,76.43,7.19,25.26,32.81,0
Tokyo,JP,35.6762,139.6503,2026-01-19T19:00:00Z,2026-01-19,19,Monday,False,2,240.13,0,13.57,71.43,7.36,24.6,31.73,0
Tokyo,JP,35.6762,139.6503,2026-01-19T20:00:00Z,2026-01-19,20,Monday,False,2,243.91,0,12.91,68.63,5.83,18.96,24.11,0
Tokyo,JP,35.6762,139.6503,2026-01-19T21:00:00Z,2026-01-19,21,Monday,False,2,254.74,0,10.57,69.11,3.94,11.95,15.09,0
Tokyo,JP,35.6762,139.6503,2026-01-19T22:00:00Z,2026-01-19,22,Monday,False,2,271.8,0,7.33,74.51,2.68,6.48,8.71,0
Tokyo,JP,35.6762,139.6503,2026-01-19T23:00:00Z,2026-01-19,23,Monday,False,2,266.47,0.06,6.23,79.52,2.42,4.09,6.17,0.02
Tokyo,JP,35.6762,139.6503,2026-01-20T00:00:00Z,2026-01-20,0,Tuesday,False,2,235.67,0.32,6.57,82.09,2.88,3.3,5.4,0.09
Tokyo,JP,35.6762,139.6503,2026-01-20T01:00:00Z,2026-01-20,1,Tuesday,False,2,202.68,0.48,7.65,82.45,3.85,3.13,5.32,0.14
Tokyo,JP,35.6762,139.6503,2026-01-20T02:00:00Z,2026-01-20,2,Tuesday,False,2,184.84,0.62,8.9,83.81,4.7,3.03,5.23,0.18
Tokyo,JP,35.6762,139.6503,2026-01-20T03:00:00Z,2026-01-20,3,Tuesday,False,2,177,0.81,10.01,86.04,5.36,2.9,5.05,0.21
Tokyo,JP,35.6762,139.6503,2026-01-20T04:00:00Z,2026-01-20,4,Tuesday,False,2,172.71,0.7,10.37,88.79,5.48,2.5,4.47,0.23
Tokyo,JP,35.6762,139.6503,2026-01-20T05:00:00Z,2026-01-20,5,Tuesday,False,2,169.91,0.6,10.51,89.61,5.65,2.12,3.96,0.26
Tokyo,JP,35.6762,139.6503,2026-01-20T06:00:00Z,2026-01-20,6,Tuesday,False,2,169.08,0.46,11.47,87.56,6.22,1.87,3.7,0.3
Tokyo,JP,35.6762,139.6503,2026-01-20T07:00:00Z,2026-01-20,7,Tuesday,False,2,168.95,0.2,12.6,83.63,6.83,1.59,3.36,0.33
Tokyo,JP,35.6762,139.6503,2026-01-20T08:00:00Z,2026-01-20,8,Tuesday,False,2,170.71,0.02,13.44,80.27,7.62,1.35,3.04,0.37
Tokyo,JP,35.6762,139.6503,2026-01-20T09:00:00Z,2026-01-20,9,Tuesday,False,2,172.97,0,13.92,76.44,8.71,1.21,2.9,0.42
Tokyo,JP,35.6762,139.6503,2026-01-20T10:00:00Z,2026-01-20,10,Tuesday,False,2,174.75,0,14.55,72.12,9.65,1.14,2.92,0.46
Tokyo,JP,35.6762,139.6503,2026-01-20T11:00:00Z,2026-01-20,11,Tuesday,False,2,176.66,0,14.99,69.3,10.3,1.12,3.06,0.49
Tokyo,JP,35.6762,139.6503,2026-01-20T12:00:00Z,2026-01-20,12,Tuesday,False,2,178.21,0,15.53,66.99,10.96,1.16,3.32,0.51
Tokyo,JP,35.6762,139.6503,2026-01-20T13:00:00Z,2026-01-20,13,Tuesday,False,2,177.07,0,15.65,65.09,11.38,1.23,3.69,0.54
Tokyo,JP,35.6762,139.6503,2026-01-20T14:00:00Z,2026-01-20,14,Tuesday,False,2,176.23,0,15.48,64.6,11.69,1.29,3.83,0.53
Tokyo,JP,35.6762,139.6503,2026-01-20T15:00:00Z,2026-01-20,15,Tuesday,False,2,175.44,0,14.93,64.71,11.61,1.35,3.79,0.51
Tokyo,JP,35.6762,139.6503,2026-01-20T16:00:00Z,2026-01-20,16,Tuesday,False,2,173.17,0,14.01,64.69,11.15,1.37,3.64,0.47
Tokyo,JP,35.6762,139.6503,2026-01-20T17:00:00Z,2026-01-20,17,Tuesday,False,2,171.29,0,13.03,65.07,10.52,1.32,3.4,0.43
Tokyo,JP,35.6762,139.6503,2026-01-20T18:00:00Z,2026-01-20,18,Tuesday,False,2,169.67,0,11.98,65.69,9.79,1.29,3.18,0.39
Tokyo,JP,35.6762,139.6503,2026-01-20T19:00:00Z,2026-01-20,19,Tuesday,False,2,168.16,0,10.86,66.65,8.97,1.19,2.81,0.35
Tokyo,JP,35.6762,139.6503,2026-01-20T20:00:00Z,2026-01-20,20,Tuesday,False,2,167.34,0,9.88,67.68,8.05,1.08,2.46,0.31
Tokyo,JP,35.6762,139.6503,2026-01-20T21:00:00Z,2026-01-20,21,Tuesday,False,2,166.65,0,9.05,68.89,7.36,0.96,2.17,0.29
Tokyo,JP,35.6762,139.6503,2026-01-20T22:00:00Z,2026-01-20,22,Tuesday,False,2,165.61,0,8.47,70.35,6.89,0.86,1.97,0.27
Tokyo,JP,35.6762,139.6503,2026-01-20T23:00:00Z,2026-01-20,23,Tuesday,False,2,165.16,0.02,8.55,72.46,6.57,0.78,1.78,0.25
Tokyo,JP,35.6762,139.6503,2026-01-21T00:00:00Z,2026-01-21,0,Wednesday,False,2,165.41,0.21,9.42,74.67,6.36,0.69,1.61,0.24
Tokyo,JP,35.6762,139.6503,2026-01-21T01:00:00Z,2026-01-21,1,Wednesday,False,2,164.44,0.49,9.33,75.99,6.26,0.6,1.41,0.24
Tokyo,JP,35.6762,139.6503,2026-01-21T02:00:00Z,2026-01-21,2,Wednesday,False,2,164.4,0.74,9.28,76.56,6.22,0.56,1.27,0.23
Tokyo,JP,35.6762,139.6503,2026-01-21T03:00:00Z,2026-01-21,3,Wednesday,False,2,164.61,0.92,9.43,76.67,6.36,0.56,1.25,0.22
Tokyo,JP,35.6762,139.6503,2026-01-21T04:00:00Z,2026-01-21,4,Wednesday,False,2,164.55,1,9.06,77.98,6.24,0.6,1.29,0.2
Tokyo,JP,35.6762,139.6503,2026-01-21T05:00:00Z,2026-01-21,5,Wednesday,False,2,162.34,0.92,7.91,80.84,5.37,0.74,1.46,0.19
Tokyo,JP,35.6762,139.6503,2026-01-21T06:00:00Z,2026-01-21,6,Wednesday,False,2,158.88,0.69,6.76,83.4,4.37,0.92,1.84,0.18
Tokyo,JP,35.6762,139.6503,2026-01-21T07:00:00Z,2026-01-21,7,Wednesday,False,2,156.16,0.39,5.62,86.34,3.36,0.98,2.11,0.16
Tokyo,JP,35.6762,139.6503,2026-01-21T08:00:00Z,2026-01-21,8,Wednesday,False,2,153.29,0.07,4.26,88.76,2.4,0.84,2.03,0.13
Tokyo,JP,35.6762,139.6503,2026-01-21T09:00:00Z,2026-01-21,9,Wednesday,False,2,152.16,0,3.2,89.7,1.82,0.68,1.91,0.12
Tokyo,JP,35.6762,139.6503,2026-01-21T10:00:00Z,2026-01-21,10,Wednesday,False,2,153.27,0,3.07,89.03,1.68,0.58,1.76,0.12
Tokyo,JP,35.6762,139.6503,2026-01-21T11:00:00Z,2026-01-21,11,Wednesday,False,2,155.79,0,3.35,87.45,1.7,0.53,1.48,0.12
Tokyo,JP,35.6762,139.6503,2026-01-21T12:00:00Z,2026-01-21,12,Wednesday,False,2,158.51,0,3.6,86.27,1.69,0.5,1.25,0.12
Tokyo,JP,35.6762,139.6503,2026-01-21T13:00:00Z,2026-01-21,13,Wednesday,False,2,159.39,0,3.6,86.1,1.54,0.5,1.13,0.11
Tokyo,JP,35.6762,139.6503,2026-01-21T14:00:00Z,2026-01-21,14,Wednesday,False,2,159.63,0,3.57,87.31,1.47,0.5,1.19,0.11
Tokyo,JP,35.6762,139.6503,2026-01-21T15:00:00Z,2026-01-21,15,Wednesday,False,2,159.3,0,3.43,88.1,1.47,0.5,1.29,0.1
Tokyo,JP,35.6762,139.6503,2026-01-21T16:00:00Z,2026-01-21,16,Wednesday,False,2,159.31,0,3.19,87.49,1.48,0.5,1.37,0.09
Tokyo,JP,35.6762,139.6503,2026-01-21T17:00:00Z,2026-01-21,17,Wednesday,False,2,160.29,0,3,86.01,1.46,0.51,1.42,0.08
Tokyo,JP,35.6762,139.6503,2026-01-21T18:00:00Z,2026-01-21,18,Wednesday,False,2,160.71,0,2.79,84.49,1.37,0.5,1.43,0.08
Tokyo,JP,35.6762,139.6503,2026-01-21T19:00:00Z,2026-01-21,19,Wednesday,False,2,160,0,2.52,83.12,1.24,0.5,1.44,0.07
Tokyo,JP,35.6762,139.6503,2026-01-21T20:00:00Z,2026-01-21,20,Wednesday,False,2,159.04,0,2,82.18,1.04,0.5,1.4,0.06
Tokyo,JP,35.6762,139.6503,2026-01-21T21:00:00Z,2026-01-21,21,Wednesday,False,2,158.28,0,1.57,81.67,0.88,0.5,1.38,0.05
Tokyo,JP,35.6762,139.6503,2026-01-21T22:00:00Z,2026-01-21,22,Wednesday,False,2,157.31,0,1.36,81.59,0.82,0.5,1.37,0.04
Tokyo,JP,35.6762,139.6503,2026-01-21T23:00:00Z,2026-01-21,23,Wednesday,False,2,156.97,0.03,1.56,82,0.87,0.5,1.31,0.05
Tokyo,JP,35.6762,139.6503,2026-01-22T00:00:00Z,2026-01-22,0,Thursday,False,2,156.7,0.18,1.6,82.89,0.96,0.5,1.23,0.05
Tokyo,JP,35.6762,139.6503,2026-01-22T01:00:00Z,2026-01-22,1,Thursday,False,2,155.19,0.27,1.34,84.01,0.93,0.5,1.19,0.05
Tokyo,JP,35.6762,139.6503,2026-01-22T02:00:00Z,2026-01-22,2,Thursday,False,2,154.92,0.29,1.17,85.19,0.91,0.5,1.15,0.05
Tokyo,JP,35.6762,139.6503,2026-01-22T03:00:00Z,2026-01-22,3,Thursday,False,2,154.9,0.31,1.16,86.74,0.98,0.5,1.2,0.06
Tokyo,JP,35.6762,139.6503,2026-01-22T04:00:00Z,2026-01-22,4,Thursday,False,2,154.98,0.32,1.22,88.79,1.05,0.61,1.39,0.06
Tokyo,JP,35.6762,139.6503,2026-01-22T05:00:00Z,2026-01-22,5,Thursday,False,2,154.08,0.3,1.28,91.1,1.09,0.84,1.65,0.07
Tokyo,JP,35.6762,139.6503,2026-01-22T06:00:00Z,2026-01-22,6,Thursday,False,2,153.18,0.25,1.38,93.07,1.13,0.98,1.79,0.07
Tokyo,JP,35.6762,139.6503,2026-01-22T07:00:00Z,2026-01-22,7,Thursday,False,2,152.65,0.17,1.69,94.48,1.21,0.94,1.77,0.08
Tokyo,JP,35.6762,139.6503,2026-01-22T08:00:00Z,2026-01-22,8,Thursday,False,2,151.97,0.03,1.78,94.66,1.14,0.77,1.59,0.07
Tokyo,JP,35.6762,139.6503,2026-01-22T09:00:00Z,2026-01-22,9,Thursday,False,2,152.23,0,1.65,93.76,1.05,0.62,1.39,0.07
Tokyo,JP,35.6762,139.6503,2026-01-22T10:00:00Z,2026-01-22,10,Thursday,False,2,152.62,0,1.69,92.2,1.04,0.53,1.23,0.07
Tokyo,JP,35.6762,139.6503,2026-01-22T11:00:00Z,2026-01-22,11,Thursday,False,2,153.72,0,1.88,90.37,1.04,0.5,1.07,0.07
Tokyo,JP,35.6762,139.6503,2026-01-22T12:00:00Z,2026-01-22,12,Thursday,False,2,154.82,0,2.09,88.59,1.06,0.5,0.96,0.08
Tokyo,JP,35.6762,139.6503,2026-01-22T13:00:00Z,2026-01-22,13,Thursday,False,2,154.58,0,2.23,87.18,1.07,0.5,0.93,0.08
Tokyo,JP,35.6762,139.6503,2026-01-22T14:00:00Z,2026-01-22,14,Thursday,False,2,155.05,0,2.51,87.15,1.18,0.5,1,0.09
Tokyo,JP,35.6762,139.6503,2026-01-22T15:00:00Z,2026-01-22,15,Thursday,False,2,155.32,0,2.74,88.15,1.31,0.5,1.09,0.1
Tokyo,JP,35.6762,139.6503,2026-01-22T16:00:00Z,2026-01-22,16,Thursday,False,2,154.54,0,2.74,89.48,1.36,0.5,1.16,0.1
Tokyo,JP,35.6762,139.6503,2026-01-22T17:00:00Z,2026-01-22,17,Thursday,False,2,153.72,0,2.64,91.17,1.38,0.5,1.15,0.1
Tokyo,JP,35.6762,139.6503,2026-01-22T18:00:00Z,2026-01-22,18,Thursday,False,2,153.08,0,2.44,92.88,1.35,0.5,1.13,0.09
Tokyo,JP,35.6762,139.6503,2026-01-22T19:00:00Z,2026-01-22,19,Thursday,False,2,152.51,0,2.36,93.46,1.4,0.5,1.14,0.1
Tokyo,JP,35.6762,139.6503,2026-01-22T20:00:00Z,2026-01-22,20,Thursday,False,2,152.77,0,2.33,92.18,1.47,0.5,1.17,0.11
Tokyo,JP,35.6762,139.6503,2026-01-22T21:00:00Z,2026-01-22,21,Thursday,False,2,152.71,0,2.33,90.98,1.57,0.5,1.2,0.12
Tokyo,JP,35.6762,139.6503,2026-01-22T22:00:00Z,2026-01-22,22,Thursday,False,2,152.9,0,2.56,89.76,1.82,0.5,1.25,0.13
Tokyo,JP,35.6762,139.6503,2026-01-22T23:00:00Z,2026-01-22,23,Thursday,False,2,153.85,0.06,3.41,88.37,2.17,0.5,1.27,0.15
Tokyo,JP,35.6762,139.6503,2026-01-23T00:00:00Z,2026-01-23,0,Friday,False,2,155.12,0.36,3.94,87.44,2.53,0.5,1.29,0.17
Tokyo,JP,35.6762,139.6503,2026-01-23T01:00:00Z,2026-01-23,1,Friday,False,2,154.98,0.57,3.7,87.73,2.6,0.5,1.3,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T02:00:00Z,2026-01-23,2,Friday,False,2,153.26,0.55,3.16,89.36,2.32,0.5,1.27,0.14
Tokyo,JP,35.6762,139.6503,2026-01-23T03:00:00Z,2026-01-23,3,Friday,False,2,151.35,0.5,2.77,91.21,2.05,0.54,1.31,0.13
Tokyo,JP,35.6762,139.6503,2026-01-23T04:00:00Z,2026-01-23,4,Friday,False,2,149.77,0.49,2.49,93.27,1.79,0.67,1.46,0.12
Tokyo,JP,35.6762,139.6503,2026-01-23T05:00:00Z,2026-01-23,5,Friday,False,2,148.5,0.49,2.45,94.44,1.66,0.86,1.68,0.12
Tokyo,JP,35.6762,139.6503,2026-01-23T06:00:00Z,2026-01-23,6,Friday,False,2,148.32,0.47,2.82,94.74,1.74,0.97,1.84,0.12
Tokyo,JP,35.6762,139.6503,2026-01-23T07:00:00Z,2026-01-23,7,Friday,False,2,150,0.34,3.68,94.98,1.95,0.97,1.91,0.13
Tokyo,JP,35.6762,139.6503,2026-01-23T08:00:00Z,2026-01-23,8,Friday,False,2,151.59,0.09,4.67,94.57,2.1,0.88,1.86,0.14
Tokyo,JP,35.6762,139.6503,2026-01-23T09:00:00Z,2026-01-23,9,Friday,False,2,153.56,0,4.8,93.97,2.15,0.8,1.77,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T10:00:00Z,2026-01-23,10,Friday,False,2,154.32,0,4.51,93.5,2.13,0.74,1.71,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T11:00:00Z,2026-01-23,11,Friday,False,2,154.46,0,4.19,93.49,2.09,0.71,1.71,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T12:00:00Z,2026-01-23,12,Friday,False,2,153.01,0,3.87,94.23,2.04,0.7,1.75,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T13:00:00Z,2026-01-23,13,Friday,False,2,151.06,0,3.65,94.93,2.02,0.67,1.75,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T14:00:00Z,2026-01-23,14,Friday,False,2,149.98,0,3.61,95.15,2.05,0.64,1.7,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T15:00:00Z,2026-01-23,15,Friday,False,2,150.55,0,3.59,94.95,2.09,0.61,1.66,0.16
Tokyo,JP,35.6762,139.6503,2026-01-23T16:00:00Z,2026-01-23,16,Friday,False,2,150.74,0,3.5,94.82,2.1,0.6,1.63,0.17
Tokyo,JP,35.6762,139.6503,2026-01-23T17:00:00Z,2026-01-23,17,Friday,False,2,150.83,0,3.35,95.5,2.15,0.61,1.7,0.17
Tokyo,JP,35.6762,139.6503,2026-01-23T18:00:00Z,2026-01-23,18,Friday,False,2,150.41,0,3.16,96.61,2.21,0.64,1.81,0.16
